"time to call the request", "Time to execute the request", request payload size in bytes
73.80000000447035,14.099999994039536,10
92.29999999701977,7.200000002980232,10
75.5,8.800000004470348,10
83,9.100000001490116,10
83.30000000447035,10.199999995529652,10
76.70000000298023,10.099999994039536,10
92.29999999701977,8.5,10
89.10000000149012,9.199999995529652,10
73,7.399999998509884,10
81.89999999850988,7.700000002980232,10
92.89999999850988,10.800000004470348,10
80.29999999701977,6.699999995529652,10
82.89999999850988,9,10
80.5,7,10
73.60000000149012,7.199999995529652,10
100.10000000149012,9.100000001490116,10
78.90000000596046,8.700000002980232,10
83.60000000149012,7.5,10
110.10000000149012,9.5,10
91.69999999552965,9.300000004470348,10
76.69999999552965,7.100000001490116,10
86.10000000149012,15,10
79,9.900000005960464,10
78.80000000447035,11,10
87.89999999850988,8,10
85.69999999552965,13.400000005960464,10
97.5,11.199999995529652,10
81,9.699999995529652,10
96.89999999850988,13.200000002980232,10
91.69999999552965,7.800000004470348,10
90.20000000298023,10.399999998509884,10
82.30000000447035,7.799999997019768,10
84.60000000149012,8.399999998509884,10
81.89999999850988,9.299999997019768,10
73.70000000298023,7.100000001490116,10
83.70000000298023,12.5,10
79.70000000298023,8.800000004470348,10
107.39999999850988,9.200000002980232,10
89,7.5,10
90,8.5,10
76.70000000298023,6.699999995529652,10
91.29999999701977,10.399999998509884,10
82.70000000298023,7.199999995529652,10
89.70000000298023,7.299999997019768,10
87.10000000149012,7.100000001490116,10
96.39999999850988,17.100000001490116,10
75.80000000447035,8,10
119.29999999701977,7.600000001490116,10
85.80000000447035,10.399999998509884,10
81.5,7.600000001490116,10
87.5,7.399999998509884,10
94.19999999552965,10,10
77.69999999552965,9.300000004470348,10
86.60000000149012,9,10
90.60000000149012,8.299999997019768,10
90.29999999701977,8,10
81,10.600000001490116,10
79.19999999552965,7.100000001490116,10
86.20000000298023,8.199999995529652,10
84.60000000149012,11.300000004470348,10
75.5,8.699999995529652,10
92.79999999701977,7.899999998509884,10
91.39999999850988,8.200000002980232,10
80.39999999850988,8.800000004470348,10
87.60000000149012,6.799999997019768,10
85.69999999552965,8,10
84.39999999850988,8.400000005960464,10
82.69999999552965,8.200000002980232,10
81.5,7.100000001490116,10
83.19999999552965,16.700000002980232,10
78.70000000298023,7.299999997019768,10
86.5,9.799999997019768,10
82.89999999850988,8.200000002980232,10
81.89999999850988,6.899999998509884,10
93,13.099999994039536,10
86.10000000149012,11.899999998509884,10
91.29999999701977,7.700000002980232,10
84.20000000298023,7.799999997019768,10
100.60000000149012,14.100000001490116,10
77.80000000447035,8.799999997019768,10
97.10000000149012,20.69999999552965,10
82,9.700000002980232,10
75.10000000149012,6.699999995529652,10
84.69999999552965,8.899999998509884,10
83.39999999850988,8.299999997019768,10
86.19999999552965,6.9000000059604645,10
85.29999999701977,7.399999998509884,10
88,8.799999997019768,10
76.60000000149012,8.800000004470348,10
82.30000000447035,8.199999995529652,10
82.09999999403954,7.800000004470348,10
78.5,8.799999997019768,10
86.20000000298023,10,10
89,15.700000002980232,10
79,7.600000001490116,10
90.30000000447035,8.899999998509884,10
81.20000000298023,7,10
81.39999999850988,7.100000001490116,10
84.70000000298023,8.5,10
81.79999999701977,8.600000001490116,10
39342.20000000298,8.900000005960464,10
129994.20000000298,4.5,10
79.5,9.599999994039536,100
79.69999999552965,8.700000002980232,100
73.60000000149012,9.800000004470348,100
84,7.200000002980232,100
81.39999999850988,8.600000001490116,100
81.10000000149012,9.200000002980232,100
85.69999999552965,11,100
86.29999999701977,13.899999998509884,100
75.89999999850988,19.69999999552965,100
78.60000000149012,11.699999995529652,100
82.69999999552965,9.5,100
87.19999999552965,8.399999998509884,100
81.19999999552965,9.200000002980232,100
88.5,7.600000001490116,100
85.29999999701977,8.399999998509884,100
86,7.799999997019768,100
90,8.399999998509884,100
88.39999999850988,8.899999998509884,100
82.20000000298023,8.5,100
99.5,7.899999998509884,100
89.30000000447035,8.799999997019768,100
95.39999999850988,6.799999997019768,100
88.90000000596046,8.5,100
96.20000000298023,10,100
81.79999999701977,10.200000002980232,100
87.80000000447035,9.699999995529652,100
84.10000000149012,10.299999997019768,100
91.89999999850988,6.899999998509884,100
88.70000000298023,11.399999998509884,100
102.39999999850988,9.100000001490116,100
86.89999999850988,8.799999997019768,100
95.90000000596046,7.600000001490116,100
115.29999999701977,8.699999995529652,100
88.20000000298023,7.899999998509884,100
89.89999999850988,8.899999998509884,100
91.5,8.299999997019768,100
84.79999999701977,9.299999997019768,100
81.29999999701977,9.899999998509884,100
78,7.5,100
89.89999999850988,8.200000002980232,100
124,13.099999994039536,100
82.60000000149012,12.5,100
83.20000000298023,8.099999994039536,100
87.80000000447035,8.099999994039536,100
83.79999999701977,7,100
86.39999999850988,19.399999998509884,100
97.5,8.5,100
77.90000000596046,9.299999997019768,100
83,10.399999998509884,100
88.20000000298023,7.699999995529652,100
82.29999999701977,9.299999997019768,100
80,19.700000002980232,100
89.70000000298023,7.699999995529652,100
85.5,7.5999999940395355,100
82,9.899999998509884,100
84.20000000298023,10.899999998509884,100
97.5,9.600000001490116,100
84.79999999701977,16.30000000447035,100
84.10000000149012,8.5,100
87.60000000149012,8.199999995529652,100
79.29999999701977,9.200000002980232,100
81.5,7.600000001490116,100
84.90000000596046,7.899999998509884,100
82.70000000298023,13.199999995529652,100
80.39999999850988,8.299999997019768,100
91.90000000596046,7.300000004470348,100
79.60000000149012,9,100
84.59999999403954,9.800000004470348,100
79.90000000596046,8,100
86.40000000596046,14.400000005960464,100
104.80000000447035,13.200000002980232,100
76,9.199999995529652,100
76.89999999850988,10.100000001490116,100
78.39999999850988,10.5,100
109.70000000298023,25.69999999552965,100
86.60000000149012,7.899999998509884,100
77.69999999552965,14.700000002980232,100
79.29999999701977,7.399999998509884,100
79.70000000298023,10.100000001490116,100
79.89999999850988,9.200000002980232,100
76.80000000447035,11.899999998509884,100
79.60000000149012,18.200000002980232,100
84.19999999552965,13.300000004470348,100
101.20000000298023,16.600000001490116,100
79.29999999701977,8.5,100
91.5,8,100
86,7.300000004470348,100
94,6.9000000059604645,100
86.10000000149012,8.700000002980232,100
81.20000000298023,8.599999994039536,100
84.80000000447035,8.400000005960464,100
87.5,9.899999998509884,100
80.79999999701977,8.400000005960464,100
84.40000000596046,7.799999997019768,100
90.09999999403954,8.100000001490116,100
75.40000000596046,9.099999994039536,100
83,12.399999998509884,100
61.600000001490116,6.600000001490116,100
18791.29999999702,8.100000001490116,100
78.39999999850988,12.600000001490116,1000
72.59999999403954,8.200000002980232,1000
80.69999999552965,16.899999998509884,1000
89.29999999701977,13.600000001490116,1000
85.30000000447035,8.200000002980232,1000
90.39999999850988,8.899999998509884,1000
108.10000000149012,14,1000
86.30000000447035,7.5,1000
76.89999999850988,15.899999998509884,1000
94.40000000596046,9.599999994039536,1000
76.79999999701977,21,1000
76.5,10,1000
83.5,8.599999994039536,1000
90.60000000149012,7.799999997019768,1000
82.29999999701977,9.200000002980232,1000
82.79999999701977,12.299999997019768,1000
80.70000000298023,9.299999997019768,1000
81.20000000298023,9.199999995529652,1000
86.29999999701977,9.300000004470348,1000
81.60000000149012,10.800000004470348,1000
80.29999999701977,7.5,1000
82.10000000149012,7.699999995529652,1000
94.39999999850988,8.700000002980232,1000
103.60000000149012,7.399999998509884,1000
89.70000000298023,11.600000001490116,1000
92.20000000298023,9.299999997019768,1000
96.39999999850988,9.200000002980232,1000
83.20000000298023,10,1000
102.70000000298023,8.5,1000
79.79999999701977,8.399999998509884,1000
83.60000000149012,7.899999998509884,1000
81,8.399999998509884,1000
77.5,7.600000001490116,1000
82.39999999850988,8.100000001490116,1000
106.20000000298023,9.100000001490116,1000
82.10000000149012,9.5,1000
77,9.700000002980232,1000
89,8.300000004470348,1000
83.39999999850988,8.100000001490116,1000
81.30000000447035,8.5,1000
94.10000000149012,20.80000000447035,1000
76.39999999850988,10.600000001490116,1000
85,9.600000001490116,1000
75.60000000149012,7.899999998509884,1000
84.60000000149012,7.800000004470348,1000
84.90000000596046,8.5,1000
91,19.80000000447035,1000
101.60000000149012,7.100000001490116,1000
86.39999999850988,9.5,1000
81.5,9.100000001490116,1000
78.39999999850988,9.799999997019768,1000
91.89999999850988,9.199999995529652,1000
102.89999999850988,12.300000004470348,1000
82.5,10.699999995529652,1000
79.79999999701977,7.4000000059604645,1000
91.70000000298023,8.699999995529652,1000
79.39999999850988,7.200000002980232,1000
82,7.5,1000
97.19999999552965,23.200000002980232,1000
84.70000000298023,9.299999997019768,1000
82.79999999701977,7.5,1000
85.60000000149012,8.599999994039536,1000
106.39999999850988,7.899999998509884,1000
91.30000000447035,9.299999997019768,1000
96.69999999552965,17.200000002980232,1000
76.29999999701977,7.600000001490116,1000
90.29999999701977,8.200000002980232,1000
92.20000000298023,8.199999995529652,1000
88,8.600000001490116,1000
96.39999999850988,9.600000001490116,1000
81.89999999850988,8.600000001490116,1000
75.59999999403954,8.899999998509884,1000
90,13.799999997019768,1000
84.5,8.099999994039536,1000
88.80000000447035,9,1000
107.5,9.799999997019768,1000
79.5,9.900000005960464,1000
96.70000000298023,8.899999998509884,1000
81.70000000298023,18.399999998509884,1000
99.20000000298023,7.899999998509884,1000
77.89999999850988,7.299999997019768,1000
83.80000000447035,8.299999997019768,1000
83.5,9.100000001490116,1000
91,13.100000001490116,1000
84.90000000596046,23.5,1000
82.39999999850988,7.399999998509884,1000
88.29999999701977,7.5,1000
84.70000000298023,10.299999997019768,1000
88.80000000447035,9.699999995529652,1000
83,13.899999998509884,1000
92.29999999701977,15.200000002980232,1000
79,8.399999998509884,1000
85.10000000149012,10.399999998509884,1000
77,9.399999998509884,1000
86.70000000298023,12.699999995529652,1000
99.39999999850988,10.200000002980232,1000
89.29999999701977,8.600000001490116,1000
80,7.600000001490116,1000
84,8.299999997019768,1000
5594.5,8.199999995529652,1000
84,15.699999995529652,10000
73.39999999850988,8.100000001490116,10000
99,26,10000
86,11.899999998509884,10000
77.89999999850988,9.200000002980232,10000
84.20000000298023,9.199999995529652,10000
77.69999999552965,9.200000002980232,10000
76.89999999850988,10.200000002980232,10000
101.5,15.600000001490116,10000
80.5,9.399999998509884,10000
77.80000000447035,18.600000001490116,10000
86.39999999850988,9.200000002980232,10000
85.10000000149012,17,10000
79.39999999850988,7.799999997019768,10000
102.20000000298023,8.199999995529652,10000
79.80000000447035,7.799999997019768,10000
85.29999999701977,8,10000
96.80000000447035,10,10000
93.59999999403954,23.700000002980232,10000
82.69999999552965,7.200000002980232,10000
96.70000000298023,8.200000002980232,10000
84.10000000149012,7.899999998509884,10000
89.70000000298023,10,10000
103.30000000447035,7.5999999940395355,10000
82.5,18.200000002980232,10000
79.79999999701977,10.399999998509884,10000
111.60000000149012,9.399999998509884,10000
87.09999999403954,8.100000001490116,10000
82.60000000149012,7.700000002980232,10000
78.80000000447035,8.399999998509884,10000
90.19999999552965,13.800000004470348,10000
76.79999999701977,9.600000001490116,10000
92.5,7.399999998509884,10000
104.80000000447035,10.299999997019768,10000
86,9.799999997019768,10000
80.20000000298023,8.5,10000
84.39999999850988,23.5,10000
75.19999999552965,9.600000001490116,10000
95.20000000298023,8.100000001490116,10000
79.59999999403954,8.200000002980232,10000
99.79999999701977,20.700000002980232,10000
81.39999999850988,7.899999998509884,10000
80.70000000298023,20.100000001490116,10000
86.29999999701977,10.399999998509884,10000
84.30000000447035,8.699999995529652,10000
80.39999999850988,8.399999998509884,10000
79.69999999552965,8.700000002980232,10000
96.59999999403954,17.600000001490116,10000
83.60000000149012,14.100000001490116,10000
78.40000000596046,8.900000005960464,10000
96.29999999701977,7.899999998509884,10000
76.20000000298023,10.299999997019768,10000
77,10.600000001490116,10000
93.09999999403954,8.200000002980232,10000
80.5,16.599999994039536,10000
82.20000000298023,9.899999998509884,10000
106.69999999552965,11.600000001490116,10000
77.40000000596046,7.5999999940395355,10000
78,7.899999998509884,10000
82.80000000447035,7.899999998509884,10000
82.09999999403954,24.30000000447035,10000
76.19999999552965,11.800000004470348,10000
103.39999999850988,8.399999998509884,10000
86.39999999850988,14.600000001490116,10000
76.89999999850988,15,10000
74.5,8.399999998509884,10000
80.20000000298023,10.299999997019768,10000
84.19999999552965,8.300000004470348,10000
107.20000000298023,8.100000001490116,10000
78.39999999850988,8.5,10000
94.60000000149012,8.100000001490116,10000
76.69999999552965,7.800000004470348,10000
82.70000000298023,20.19999999552965,10000
78.89999999850988,10.899999998509884,10000
101.70000000298023,14,10000
75.20000000298023,11.099999994039536,10000
87.29999999701977,8.399999998509884,10000
77.70000000298023,9.200000002980232,10000
77.20000000298023,18.900000005960464,10000
80.29999999701977,10.899999998509884,10000
97.39999999850988,8,10000
84.90000000596046,9.700000002980232,10000
76.10000000149012,9.199999995529652,10000
85.39999999850988,10,10000
94.39999999850988,10.399999998509884,10000
80.70000000298023,8.800000004470348,10000
99.70000000298023,7.299999997019768,10000
104.59999999403954,8.700000002980232,10000
102,8.899999998509884,10000
82.79999999701977,8.5,10000
79.30000000447035,21.799999997019768,10000
83.60000000149012,9,10000
94.5,8.800000004470348,10000
86.90000000596046,10.599999994039536,10000
101.40000000596046,8.199999995529652,10000
77.10000000149012,9.899999998509884,10000
80.29999999701977,16.100000001490116,10000
75.5,8.899999998509884,10000
94.29999999701977,12,100001705504.1999999955,14.700000002980232,20000
964959.3999999985,6.299999997019768,20000
56146.29999999702,8.200000002980232,20000
19690.20000000298,10.100000008940697,20000
